participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.cq_3_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.development,session.config.participation_fee,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans_with,otfe.1.player.survey_student_loans_without,otfe.1.player.survey_student_loans_with_likert,otfe.1.player.survey_student_loans_without_likert,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_savings_number,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.survey_tax_rates_1_prob,otfe.1.player.survey_tax_rates_2_prob,otfe.1.player.survey_tax_rates_3_prob,otfe.1.player.survey_tax_rates_4_prob,otfe.1.player.survey_tax_rates_5_prob,otfe.1.player.annual_income,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
32,6zyv65wg,56802e5fc5767f00121cc6a0,0,32,32,otfe,Redirect,2025-03-27 13:52:31.782605,1,,,4.44,T2-T,1743083564.2909794,1743086522.813637,1,Chrome 134,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":12,""incorrectAttempts"":1}","{""correctAttempts"":13,""incorrectAttempts"":0}","{""correctAttempts"":16,""incorrectAttempts"":0}",2_3,22,75,50,30,25,25,25,1,Loaded fine in Chrome Browser - Cheers,10,10,9,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,32,,0.0,failed,22,75,50,25,25,30,25,2,2,2,15,10,2,2,,1,20,,,,4,2,3,3,2,2,85,75,45,95,98,2,Loaded fine in Chrome Browser - Cheers,10,10,9,10,1,1
33,7f7sdc8l,65768e852f0026c4f20a6f93,0,28,32,otfe,Survey5,2025-03-27 13:52:42.659081,1,,,0.0,T1-T-Info,1743083640.023056,,,Chrome 134,passed,0,0,0,"{""correctAttempts"":6,""incorrectAttempts"":0}","{""correctAttempts"":16,""incorrectAttempts"":0}","{""correctAttempts"":17,""incorrectAttempts"":0}","{""correctAttempts"":19,""incorrectAttempts"":0}",1_3,25,30,27,27,26,35,35,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,33,,0.0,passed,25,30,27,35,26,27,35,2,2,2,10,10,1,1,,4,100,,,,3,2,2,3,4,4,90,85,45,97,97,,,,,,,1,1
34,s7pkr26g,66b62d378900b27a626cf2ba,0,32,32,otfe,Redirect,2025-03-27 13:53:52.213381,1,,,5.54,T1-T-NoInfo,1743083636.714795,1743087416.1438007,1,Chrome 134,passed,0,1,0,"{""correctAttempts"":16,""incorrectAttempts"":2}","{""correctAttempts"":14,""incorrectAttempts"":2}","{""correctAttempts"":17,""incorrectAttempts"":1}","{""correctAttempts"":14,""incorrectAttempts"":1}",1_3,25,40,25,26,27,25,25,1,,10,10,8,6,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,34,,0.0,passed,25,40,25,25,27,26,25,2,2,2,20,20,2,2,,3,,,,,2,3,3,3,4,4,60,70,80,95,100,8,,10,10,8,6,1,1
35,rt42uida,63ce4a983479277bba4987c5,0,32,32,otfe,Redirect,2025-03-27 13:54:41.183551,1,,,0.23,T1-P,1743083827.3705297,1743088528.6519358,1,Chrome 134,failed,0,2,1,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":3,""incorrectAttempts"":0}","{""correctAttempts"":0,""incorrectAttempts"":0}","{""correctAttempts"":0,""incorrectAttempts"":0}",2_3,3,2,1,3,5,2,4,0,,10,10,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,35,,0.0,failed,3,2,1,4,5,3,2,2,2,2,30,25,3,3,,2,3000,,,,2,3,4,3,3,3,5,3,5,5,3,8,,10,10,10,10,1,1
36,cmebqvld,67b653364d84916f0404e1cf,0,4,32,otfe,Instructions,2025-03-27 13:55:12.214737,1,,,0.0,C-Info,1743083791.8315284,,,Chrome 131,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,36,,0.0,Chrome 131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
37,sr5013ph,661da78d934b48c623c627b0,0,32,32,otfe,Redirect,2025-03-27 13:55:15.928750,1,,,5.4,C-NoInfo,1743083722.7590845,1743086360.5346944,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":3}","{""correctAttempts"":13,""incorrectAttempts"":1}","{""correctAttempts"":15,""incorrectAttempts"":0}","{""correctAttempts"":20,""incorrectAttempts"":2}",2,25,28,25,50,35,35,25,0,,10,10,9,8,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,37,,0.0,passed,25,28,25,25,35,50,35,2,2,2,65,65,2,2,,3,,,,,4,3,3,3,3,4,30,30,50,70,90,3,,10,10,9,8,1,1
38,3zm1lofj,66c34372d64c6583e58109bf,0,1,32,otfe,Welcome,2025-03-27 13:55:18.099185,1,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,38,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
39,ct3xuuf7,66cfb60644e7926d0a9a8ded,0,1,32,otfe,Welcome,2025-03-27 13:55:58.091408,1,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,39,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
40,ndnnahla,665ca0199c9267eb724e8028,0,32,32,otfe,Redirect,2025-03-27 13:56:14.249684,1,,,4.41,T1-T-NoInfo,1743083780.8433707,1743086586.66711,1,Edge 134,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":11,""incorrectAttempts"":0}","{""correctAttempts"":10,""incorrectAttempts"":1}","{""correctAttempts"":13,""incorrectAttempts"":0}",2_3,25,25,25,25,25,25,25,1,"Study was fine, typing the faint text was a pain, but the expectation that most receive $16, and I received meaningfully less than that was a major bummer.  ",10,10,6,8,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,40,,0.0,failed,25,25,25,25,25,25,25,2,2,2,0,75,1,3,,3,,,,,5,1,2,3,4,4,0,15,75,100,100,12,"Study was fine, typing the faint text was a pain, but the expectation that most receive $16, and I received meaningfully less than that was a major bummer.  ",10,10,6,8,1,1
41,ur2jpyaj,64d50c4b3a44318d98f4f5b2,0,32,32,otfe,Redirect,2025-03-27 13:56:17.036339,1,,,4.82,T1-P,1743083788.5251906,1743086617.9606824,1,Chrome 134,failed,0,0,0,"{""correctAttempts"":6,""incorrectAttempts"":1}","{""correctAttempts"":18,""incorrectAttempts"":0}","{""correctAttempts"":16,""incorrectAttempts"":0}","{""correctAttempts"":17,""incorrectAttempts"":0}",2,25,50,50,25,25,50,50,1,,10,10,6,6,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,41,,0.0,failed,25,50,50,50,25,25,50,2,2,2,100,100,4,4,,3,,,,,3,2,2,2,2,2,50,50,50,50,50,1,,10,10,6,6,1,1
42,ejrrt0s0,5c616465b672de0001fd3ac6,0,32,32,otfe,Redirect,2025-03-27 13:57:39.009971,1,,,3.81,C-Info,1743083864.197148,1743086825.803153,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":6,""incorrectAttempts"":1}","{""correctAttempts"":9,""incorrectAttempts"":1}","{""correctAttempts"":10,""incorrectAttempts"":3}",1_3,24,25,24,26,23,24,26,1,"I've always found stuff involving taxes very confusing. I guess my brain has never processed that kind of information very well. Regardless, I did my best to answer the questions. Thank you.",8,9,7,8,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,42,,0.0,passed,24,25,24,26,23,26,24,2,2,2,85,80,4,3,,2,10,,,,2,1,2,2,3,3,2,5,5,10,12,9,"I've always found stuff involving taxes very confusing. I guess my brain has never processed that kind of information very well. Regardless, I did my best to answer the questions. Thank you.",8,9,7,8,1,1
43,jv97ogqx,60675b278929f00a78c91c3f,0,32,32,otfe,Redirect,2025-03-27 13:58:34.825879,1,,,6.52,C-NoInfo,1743083918.7529776,1743086898.1891315,1,Chrome 134,failed,0,1,0,"{""correctAttempts"":5,""incorrectAttempts"":4}","{""correctAttempts"":16,""incorrectAttempts"":1}","{""correctAttempts"":21,""incorrectAttempts"":2}","{""correctAttempts"":21,""incorrectAttempts"":3}",1_3,20,10,15,10,10,10,15,0,,10,10,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,43,,0.0,failed,20,10,15,15,10,10,10,2,2,2,10,10,3,3,,3,,,,,3,2,3,2,3,4,0,0,0,15,25,7,,10,10,10,10,1,1
44,v7o6habo,671fd6f39d8fe673222a5324,0,32,32,otfe,Redirect,2025-03-27 13:59:47.321811,1,,,1.9,T2-T,1743084004.5153716,1743087275.713923,1,Chrome 129,passed,0,0,0,"{""correctAttempts"":7,""incorrectAttempts"":1}","{""correctAttempts"":7,""incorrectAttempts"":5}","{""correctAttempts"":8,""incorrectAttempts"":4}","{""correctAttempts"":8,""incorrectAttempts"":4}",1_2,25,22,25,27,22,23,25,0,none,10,10,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,44,,0.0,passed,25,22,25,25,22,27,23,2,2,2,75,95,4,4,,2,400,,,,4,1,2,2,4,4,5,15,30,60,85,5,none,10,10,10,10,1,1
45,3bl13tmc,648646988a5170373da06a9e,0,32,32,otfe,Redirect,2025-03-27 14:00:28.199351,1,,,4.0,T1-T-Info,1743084044.2729695,1743086761.940781,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":2}","{""correctAttempts"":10,""incorrectAttempts"":0}","{""correctAttempts"":8,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":1}",1_2,25,49,35,25,24,50,27,1,The study was clear and easy to understand,10,10,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,45,,0.0,passed,25,49,35,27,24,25,50,2,2,2,50,50,3,3,,2,100,,,,3,2,2,3,4,4,10,10,59,90,90,8,The study was clear and easy to understand,10,10,10,10,1,1
46,vuv34wm4,66d3274252d61ef65f0cc099,0,32,32,otfe,Redirect,2025-03-27 14:00:28.249946,1,,,5.5,T1-T-NoInfo,1743084033.2266726,1743086477.8428726,1,Edge 134,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":15,""incorrectAttempts"":1}","{""correctAttempts"":13,""incorrectAttempts"":3}","{""correctAttempts"":17,""incorrectAttempts"":0}",1_3,20,30,30,27,25,25,30,1,,10,9,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,46,,0.0,failed,20,30,30,30,25,27,25,2,2,2,100,100,4,4,,3,,,,,3,1,2,2,3,3,50,65,75,90,90,7,,10,9,10,10,1,1
47,m2hhsyjv,5d4a30c602fd73001cf470c8,0,32,32,otfe,Redirect,2025-03-27 14:01:33.700597,1,,,1.28,T1-P,1743084098.7280242,1743086755.9215317,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":9,""incorrectAttempts"":2}","{""correctAttempts"":4,""incorrectAttempts"":1}","{""correctAttempts"":4,""incorrectAttempts"":1}",1_2,22,50,50,24,25,50,50,0,,10,10,10,9,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,47,,0.0,passed,22,50,50,50,25,24,50,2,2,2,60,75,3,3,,3,,,,,2,1,2,3,4,4,5,8,25,55,90,7,,10,10,10,9,1,1
48,545qdbgo,675c9d0a538d1eb89a70c8fa,0,32,32,otfe,Redirect,2025-03-27 14:01:53.914824,1,,,7.08,C-Info,1743084120.3915105,1743086585.4675403,1,Chrome 134,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":15,""incorrectAttempts"":4}","{""correctAttempts"":18,""incorrectAttempts"":3}","{""correctAttempts"":21,""incorrectAttempts"":1}",1_3,25,25,25,27,23,25,25,1,,9,10,6,7,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,48,,0.0,failed,25,25,25,25,23,27,25,2,2,2,80,90,4,4,,2,300,,,,4,3,3,3,3,3,2,4,5,6,10,6,,9,10,6,7,1,1
49,ng896v8q,5f2d95153c1140074cc81b4c,0,32,32,otfe,Redirect,2025-03-27 14:02:11.280192,1,,,6.51,C-NoInfo,1743084138.8781679,1743087083.770504,1,Chrome 131,passed,0,0,0,"{""correctAttempts"":7,""incorrectAttempts"":2}","{""correctAttempts"":13,""incorrectAttempts"":2}","{""correctAttempts"":19,""incorrectAttempts"":0}","{""correctAttempts"":17,""incorrectAttempts"":2}",2,25,25,25,25,25,25,25,1,,9,9,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,49,,0.0,passed,25,25,25,25,25,25,25,2,2,2,0,0,1,1,,3,,,,,3,1,1,2,3,3,5,10,40,55,60,5,,9,9,10,10,1,1
50,r85s2sfy,67ab59d220f4efb5665c7198,0,32,32,otfe,Redirect,2025-03-27 14:04:04.948495,1,,,3.54,T2-T,1743084283.4849908,1743087491.3202405,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":11,""incorrectAttempts"":2}","{""correctAttempts"":14,""incorrectAttempts"":0}","{""correctAttempts"":16,""incorrectAttempts"":1}",2_3,25,90,58,25,25,90,47,0,,9,9,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,50,,0.0,passed,25,90,58,47,25,25,90,2,2,2,75,95,3,4,,2,500,,,,4,1,2,3,4,4,10,30,50,80,90,7,,9,9,10,10,1,1
51,4kdrzpgp,5e6d8c46f93a0c35d1f82335,0,32,32,otfe,Redirect,2025-03-27 14:04:32.137618,1,,,4.3,T1-T-Info,1743084280.558999,1743087265.264625,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":11,""incorrectAttempts"":0}","{""correctAttempts"":10,""incorrectAttempts"":2}","{""correctAttempts"":12,""incorrectAttempts"":0}",3,25,35,25,23,23,35,25,1,,10,10,8,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,51,,0.0,passed,25,35,25,25,23,23,35,2,2,2,0,0,1,1,,3,,,,,2,1,1,1,2,2,10,10,10,20,25,4,,10,10,8,10,1,1
52,7dpaxodk,64135e3d9cd5e3f16290d29c,0,32,32,otfe,Redirect,2025-03-27 14:04:59.563903,1,,,4.56,T1-T-NoInfo,1743084327.850748,1743089417.0116954,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":10,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":0}","{""correctAttempts"":13,""incorrectAttempts"":0}",2,25,25,21,21,23,21,23,1,"Yes, I felt comfortable with the instructions. I was not confused.",9,9,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,52,,0.0,passed,25,25,21,23,23,21,21,2,2,2,75,85,3,4,,4,1000,,,,5,3,4,4,4,4,80,85,90,100,95,3,"Yes, I felt comfortable with the instructions. I was not confused.",9,9,10,10,1,1
53,3wktco6e,67aa3d8099705a4e70e01e2e,0,32,32,otfe,Redirect,2025-03-27 14:07:12.300657,1,,,3.08,T1-P,1743084461.8299668,1743088243.1803203,1,Chrome 131,failed,0,0,0,"{""correctAttempts"":11,""incorrectAttempts"":3}","{""correctAttempts"":13,""incorrectAttempts"":1}","{""correctAttempts"":14,""incorrectAttempts"":0}","{""correctAttempts"":14,""incorrectAttempts"":1}",1,25,25,50,25,25,24,50,0,,10,9,9,9,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,53,,0.0,failed,25,25,50,50,25,25,24,2,2,2,80,70,3,3,,3,,,,,3,2,3,4,4,4,70,60,90,99,99,8,,10,9,9,9,1,1
54,zuyaol4l,66362c599c58570d437989ca,0,32,32,otfe,Redirect,2025-03-27 14:07:32.705729,1,,,9.78,C-Info,1743084459.2306225,1743086945.0291712,1,Edge 132,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":23,""incorrectAttempts"":0}","{""correctAttempts"":26,""incorrectAttempts"":1}","{""correctAttempts"":29,""incorrectAttempts"":0}",2,23,25,25,19,29,50,25,1,thank you for this opportunity! I'd love to do similar work in the future.,10,10,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,54,,0.0,passed,23,25,25,25,29,19,50,2,2,2,0,5,1,1,,3,,,,,2,1,2,2,3,3,0,40,40,60,65,1,thank you for this opportunity! I'd love to do similar work in the future.,10,10,10,10,1,1
55,dmf1d98j,57bd287fe028bc00010488ab,0,32,32,otfe,Redirect,2025-03-27 14:07:36.770948,1,,,3.38,C-NoInfo,1743085362.3424482,1743088292.8091772,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":2}","{""correctAttempts"":8,""incorrectAttempts"":3}","{""correctAttempts"":10,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":2}",3,22,25,20,15,20,28,20,0,,7,9,7,7,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,55,,0.0,passed,22,25,20,20,20,15,28,2,2,2,1,1,2,2,,2,50,,,,3,2,2,3,3,3,2,2,5,10,12,4,,7,9,7,7,1,1
56,x7tg8fv0,67a536701deb6e6c96611481,0,32,32,otfe,Redirect,2025-03-27 14:10:27.533597,1,,,1.68,T2-T,1743084641.3690205,1743088216.2993147,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":7,""incorrectAttempts"":2}","{""correctAttempts"":7,""incorrectAttempts"":2}","{""correctAttempts"":8,""incorrectAttempts"":2}","{""correctAttempts"":6,""incorrectAttempts"":6}",2_3,25,33,35,75,35,75,25,0,"Just intrigued at what this study was determining. Degree of optimism and incentive to work--and how that may be changed by experience?  I kind of enjoyed the transcription part--I may be weird to actually enjoy things like that, so the actual, very small earnings, were not a great factor in my performance.",10,10,6,6,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,56,,0.0,passed,25,33,35,25,35,75,75,2,2,2,60,75,3,4,,4,1000,,,,3,1,2,3,3,3,90,70,80,80,80,3,"Just intrigued at what this study was determining. Degree of optimism and incentive to work--and how that may be changed by experience?  I kind of enjoyed the transcription part--I may be weird to actually enjoy things like that, so the actual, very small earnings, were not a great factor in my performance.",10,10,6,6,1,1
57,8pgx7esu,5e29dc4721a5f20481c70274,0,32,32,otfe,Redirect,2025-03-27 14:11:05.406074,1,,,3.19,T1-T-Info,1743084836.043544,1743087644.433875,1,Chrome 134,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":8,""incorrectAttempts"":0}","{""correctAttempts"":11,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":3}",3,25,40,30,15,20,45,26,0,,10,10,9,7,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,57,,0.0,failed,25,40,30,26,20,15,45,2,2,2,55,70,3,3,,3,,,,,3,2,3,3,4,4,50,60,75,75,80,6,,10,10,9,7,1,1
58,9qlg0xwa,64294cae8d5cae1b2ed48562,0,32,32,otfe,Redirect,2025-03-27 14:13:13.896212,1,,,4.75,T1-T-NoInfo,1743084815.3832796,1743090086.974766,1,Chrome 134,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":11,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":0}","{""correctAttempts"":14,""incorrectAttempts"":0}",2,25,25,25,25,25,25,25,1,,10,10,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,58,,0.0,failed,25,25,25,25,25,25,25,2,2,2,45,55,3,3,,4,550,,,,4,3,4,4,4,3,35,45,55,45,55,10,,10,10,10,10,1,1
59,e4ugtgo4,5dd3648c10420036f4141f18,0,32,32,otfe,Redirect,2025-03-27 14:14:00.288910,1,,,2.7,T1-P,1743084849.9656076,1743087718.3080964,1,Chrome 133,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":11,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":1}","{""correctAttempts"":13,""incorrectAttempts"":1}",1,25,50,50,25,23,50,50,0,,10,10,9,9,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,59,,0.0,failed,25,50,50,50,23,25,50,2,2,2,95,100,4,4,,4,1500,,,,4,1,2,3,4,4,1,10,50,90,99,9,,10,10,9,9,1,1
60,rvmrs7qy,6640bef4362e289ab16112cc,0,32,32,otfe,Redirect,2025-03-27 14:14:35.920707,1,,,3.7,C-Info,1743084887.0095015,1743088594.858721,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":6,""incorrectAttempts"":3}","{""correctAttempts"":7,""incorrectAttempts"":3}","{""correctAttempts"":6,""incorrectAttempts"":5}","{""correctAttempts"":11,""incorrectAttempts"":1}",3,25,26,27,27,26,27,23,1,"the only time i had a problem understanding the instructions was the attention check, where to click here, it was confusing.",9,9,9,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,60,,0.0,passed,25,26,27,23,26,27,27,2,2,2,75,75,3,3,,2,500,,,,4,1,1,1,3,3,90,90,90,100,100,2,"the only time i had a problem understanding the instructions was the attention check, where to click here, it was confusing.",9,9,9,10,1,1
61,ynrqrbxe,5ecd78784dc5af0d97078c8b,0,32,32,otfe,Redirect,2025-03-27 14:16:06.883753,1,,,5.16,C-NoInfo,1743084984.1149487,1743087865.7571228,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":10,""incorrectAttempts"":0}","{""correctAttempts"":13,""incorrectAttempts"":0}","{""correctAttempts"":14,""incorrectAttempts"":0}",2,25,25,25,10,15,25,25,1,,10,10,9,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,61,,0.0,passed,25,25,25,25,15,10,25,2,2,2,60,60,3,3,,4,25,,,,3,1,1,2,3,3,0,0,20,50,50,11,,10,10,9,10,1,1
62,p832lmj0,66a94c224273fab59f0b2c71,0,32,32,otfe,Redirect,2025-03-27 14:16:57.809130,1,,,2.25,T2-T,1743085030.0531437,1743089302.9481633,1,Chrome 127,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":2}","{""correctAttempts"":8,""incorrectAttempts"":0}","{""correctAttempts"":9,""incorrectAttempts"":1}","{""correctAttempts"":1,""incorrectAttempts"":0}",3,25,20,25,18,20,18,25,1,,10,10,10,10,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,62,,0.0,passed,25,20,25,25,20,18,18,2,2,2,70,70,4,4,,4,1000,,,,4,1,1,1,4,4,50,50,50,90,100,4,,10,10,10,10,1,1
63,2xvdg460,59048309c4ef1300011b1085,0,32,32,otfe,Redirect,2025-03-27 14:16:58.701624,1,,,2.58,T1-T-Info,1743085030.0767086,1743087573.479196,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":6,""incorrectAttempts"":0}","{""correctAttempts"":3,""incorrectAttempts"":1}","{""correctAttempts"":7,""incorrectAttempts"":0}",3,25,25,25,25,25,25,25,1,it would have been nice to see where we made mistakes,9,9,10,9,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,63,,0.0,passed,25,25,25,25,25,25,25,2,2,2,90,90,4,4,,3,,,,,4,1,1,2,3,4,5,7,12,30,75,8,it would have been nice to see where we made mistakes,9,9,10,9,1,1
64,dmm61qol,636d19c8d8a6c6ef4d37ff41,0,32,32,otfe,Redirect,2025-03-27 14:19:47.717592,1,,,6.45,T1-T-NoInfo,1743085241.3331964,1743087843.8153183,1,Chrome 134,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":20,""incorrectAttempts"":0}","{""correctAttempts"":21,""incorrectAttempts"":1}","{""correctAttempts"":23,""incorrectAttempts"":1}",2,25,35,30,27,26,50,35,0,I was confused on what I needed to guess for the tax rate- being told the default was 25% and it could change. I wasn't sure what to base my guess on. ,5,6,7,8,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,64,,0.0,failed,25,35,30,35,26,27,50,2,2,2,100,100,4,4,,3,,,,,3,2,2,3,3,3,90,80,70,80,90,7,I was confused on what I needed to guess for the tax rate- being told the default was 25% and it could change. I wasn't sure what to base my guess on. ,5,6,7,8,1,1
