participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.participation_fee,session.config.development,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation,otfe.1.player.survey_one_time_policies,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
31,ycye4xp4,6712f99154f973a5231d1792,0,29,29,otfe,Redirect,2025-02-21 17:55:03.110072,1,,,2.77,T2-T,1740160538.4676476,1740163641.977995,1,Chrome 133,failed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":0}","{""correctAttempts"":11,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":0}",1,25,25,25,25,25,20,0,0,,10,9,9,9,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,31,,0.0,failed,25,25,25,0,25,25,20,2,2,2,3,2,4,2,,,4,2,3,3,3,3,3,,10,9,9,9,1,1
32,w3g68qjl,66293a97afaf09c613477f83,0,29,29,otfe,Redirect,2025-02-21 17:55:02.378531,1,,,6.03,T1-P,1740160515.9389682,1740163287.3677266,1,Chrome 133,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":20,""incorrectAttempts"":0}","{""correctAttempts"":23,""incorrectAttempts"":0}","{""correctAttempts"":24,""incorrectAttempts"":1}",3,24,32,50,32,28,25,50,1,"I just wish the ""tax rate"" for the tasks I performed was substantially lower.",10,10,8,10,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,32,,0.0,passed,24,32,50,50,28,32,25,2,2,2,3,5,2,4,,,5,1,2,2,3,4,4,"I just wish the ""tax rate"" for the tasks I performed was substantially lower.",10,10,8,10,1,1
33,484kd35j,676928afd4d447d2b00caaec,0,29,29,otfe,Redirect,2025-02-21 17:55:20.909538,1,,,2.81,C-NoInfo,1740160545.3000329,1740164387.881095,1,Chrome 131,failed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":2}","{""correctAttempts"":7,""incorrectAttempts"":1}","{""correctAttempts"":9,""incorrectAttempts"":0}","{""correctAttempts"":9,""incorrectAttempts"":1}",1_2,27,2,20,27,22,5,25,0,very good,10,10,10,9,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,33,,0.0,failed,27,2,20,25,22,27,5,2,2,2,1,2,5,1,,,4,4,1,2,3,3,4,very good,10,10,10,9,1,1
34,fvt1rwdd,634282de38138fa9316eb482,0,29,29,otfe,Redirect,2025-02-21 17:55:28.148342,1,,,4.54,T1-T-Info,1740160536.1765146,1740165088.606767,1,Chrome 133,failed,0,1,"{""correctAttempts"":15,""incorrectAttempts"":3}","{""correctAttempts"":14,""incorrectAttempts"":1}","{""correctAttempts"":15,""incorrectAttempts"":0}","{""correctAttempts"":16,""incorrectAttempts"":2}",1_2,25,27,25,35,30,29,27,0,,10,10,10,10,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,34,,0.0,failed,25,27,25,27,30,35,29,2,2,2,3,4,4,2,,,4,3,3,4,4,4,4,,10,10,10,10,1,1
35,53xgu8r8,60de9c66c01a9de405e9efb0,0,4,29,otfe,Instructions,2025-02-21 17:55:30.547962,1,,,0.0,T1-T-NoInfo,1740160717.82403,,,Chrome 133,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,35,,0.0,Chrome 133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
36,vxxbjr7n,60bff9298f56d55c8ecd9adf,0,29,29,otfe,Redirect,2025-02-21 17:55:34.268636,1,,,5.27,C-Info,1740160544.980839,1740163315.5774052,1,Chrome 132,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":2}","{""correctAttempts"":11,""incorrectAttempts"":1}","{""correctAttempts"":13,""incorrectAttempts"":0}","{""correctAttempts"":14,""incorrectAttempts"":2}",1,25,33,25,17,11,25,25,1,I was a little confused about understanding the transcription at first. I didn't get that it was just repeating the Greek text.,8,8,8,8,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,36,,0.0,passed,25,33,25,25,11,17,25,2,2,2,5,3,3,4,,,3,1,2,3,4,4,4,I was a little confused about understanding the transcription at first. I didn't get that it was just repeating the Greek text.,8,8,8,8,1,1
37,euewu6pe,5de7b588ff15c2a06658dd1d,0,29,29,otfe,Redirect,2025-02-21 17:55:49.900199,1,,,3.35,T2-T,1740160555.5970776,1740163377.0242941,1,Chrome 133,failed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":2}","{""correctAttempts"":13,""incorrectAttempts"":1}","{""correctAttempts"":14,""incorrectAttempts"":3}","{""correctAttempts"":14,""incorrectAttempts"":4}",3,25,90,90,25,25,90,90,0,"""A correctly transcribed line required 5 or fewer mistakes""  This direction, which I quoted exactly is FALSE.  A SINGLE MISTAKE eliminates the work.  It seemed fishy as I was going and then I tested it in the 3rd round.  When you LIE about the basic premise of the work it makes the entire thing invalid for research.  I suggest FIXING the directions.  If this is caught before publication it could invalidate your research.  Seriously.  Additionally. 9 bucks for an hour of work is underpaid.  You estimated 16 i didn't come close but worked hard and efficiently the whole time. I would call your estimation misleading.",1,1,1,1,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,37,,0.0,failed,25,90,90,90,25,25,90,2,2,2,3,3,3,3,,,3,1,4,4,4,4,4,"""A correctly transcribed line required 5 or fewer mistakes""  This direction, which I quoted exactly is FALSE.  A SINGLE MISTAKE eliminates the work.  It seemed fishy as I was going and then I tested it in the 3rd round.  When you LIE about the basic premise of the work it makes the entire thing invalid for research.  I suggest FIXING the directions.  If this is caught before publication it could invalidate your research.  Seriously.  Additionally. 9 bucks for an hour of work is underpaid.  You estimated 16 i didn't come close but worked hard and efficiently the whole time. I would call your estimation misleading.",1,1,1,1,1,1
38,jrcnhh6t,63474e67a5fd298c6103c409,0,29,29,otfe,Redirect,2025-02-21 17:55:53.049974,1,,,1.95,T1-P,1740161274.3515878,1740165012.086419,1,Chrome 133,failed,0,0,"{""correctAttempts"":8,""incorrectAttempts"":1}","{""correctAttempts"":9,""incorrectAttempts"":0}","{""correctAttempts"":8,""incorrectAttempts"":0}","{""correctAttempts"":9,""incorrectAttempts"":2}",3,25,25,60,30,20,35,45,0,,8,9,8,7,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,38,,0.0,failed,25,25,60,45,20,30,35,2,2,2,4,4,2,4,,,4,2,2,3,3,4,4,,8,9,8,7,1,1
39,5j08wfjp,5e0e1b8800a6bf000a694f79,0,29,29,otfe,Redirect,2025-02-21 17:56:19.692280,1,,,9.22,C-NoInfo,1740160618.9662826,1740162990.043462,1,Chrome 133,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":22,""incorrectAttempts"":2}","{""correctAttempts"":29,""incorrectAttempts"":0}","{""correctAttempts"":31,""incorrectAttempts"":1}",3,25,25,20,25,25,25,25,0,,10,10,10,8,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,39,,0.0,passed,25,25,20,25,25,25,25,2,2,2,3,3,3,3,,,2,3,3,3,3,3,3,,10,10,10,8,1,1
40,wjlmgte7,57dd186e6598aa0001992616,0,29,29,otfe,Redirect,2025-02-21 17:56:33.727698,1,,,5.14,T1-T-Info,1740160597.3377573,1740163468.238843,1,Edge 133,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":16,""incorrectAttempts"":1}","{""correctAttempts"":17,""incorrectAttempts"":1}","{""correctAttempts"":18,""incorrectAttempts"":2}",1_3,25,25,8,35,30,30,25,0,Everything worked fine and was understandable.,9,9,8,7,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,40,,0.0,passed,25,25,8,25,30,35,30,2,2,2,3,3,3,3,,,4,1,3,3,4,4,4,Everything worked fine and was understandable.,9,9,8,7,1,1
41,dalpgx3i,67533343c3a851ce61ebc3fe,0,29,29,otfe,Redirect,2025-02-21 17:56:39.111551,1,,,2.61,T1-T-NoInfo,1740160618.012281,1740165303.655617,1,Chrome 133,failed,0,0,"{""correctAttempts"":13,""incorrectAttempts"":0}","{""correctAttempts"":8,""incorrectAttempts"":0}","{""correctAttempts"":4,""incorrectAttempts"":1}","{""correctAttempts"":5,""incorrectAttempts"":0}",3,25,25,25,25,25,25,25,1,,8,10,10,9,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,41,,0.0,failed,25,25,25,25,25,25,25,2,2,2,4,5,4,2,,,3,4,3,2,3,2,4,,8,10,10,9,1,1
42,1uzefo8h,665d87b3c0ca792f6395a7c5,0,29,29,otfe,Redirect,2025-02-21 17:59:36.333226,1,,,0.34,C-Info,1740160893.0216258,1740165548.1559916,1,Chrome 128,failed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":1,""incorrectAttempts"":0}","{""correctAttempts"":1,""incorrectAttempts"":0}","{""correctAttempts"":1,""incorrectAttempts"":0}",2_3,25,50,30,35,30,55,25,0,The study was great and clear,9,9,9,9,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,42,,0.0,failed,25,50,30,25,30,35,55,2,2,2,4,4,2,4,,,4,3,3,3,3,3,3,The study was great and clear,9,9,9,9,1,1
43,fv7upj90,5e6fd3293c76d25a3ca8b384,0,29,29,otfe,Redirect,2025-02-21 17:59:58.062459,1,,,4.27,T2-T,1740161317.138158,1740165410.4335005,1,Chrome 133,failed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":2}","{""correctAttempts"":8,""incorrectAttempts"":4}","{""correctAttempts"":12,""incorrectAttempts"":2}","{""correctAttempts"":16,""incorrectAttempts"":0}",3,23,25,25,27,25,30,23,1,,10,10,10,10,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,43,,0.0,failed,23,25,25,23,25,27,30,2,2,2,4,3,3,2,,,2,4,1,1,2,2,2,,10,10,10,10,1,1
44,6l17o3u3,6531958a74d39ace86a60bd9,0,27,29,otfe,Feedback,2025-02-21 18:00:06.870414,1,,,4.45,T1-P,1740160813.434763,,,Chrome 133,failed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":13,""incorrectAttempts"":0}","{""correctAttempts"":15,""incorrectAttempts"":2}","{""correctAttempts"":18,""incorrectAttempts"":1}",3,25,50,50,25,25,50,50,1,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,44,,0.0,failed,25,50,50,50,25,25,50,2,2,2,4,3,4,2,,,3,2,1,2,2,3,4,,,,,,1,1
45,oie3x7of,66060f19dda14ccd05dfcef9,0,29,29,otfe,Redirect,2025-02-21 18:00:29.413948,1,,,6.4,C-NoInfo,1740160858.743822,1740163564.6971374,1,Chrome 133,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":11,""incorrectAttempts"":1}","{""correctAttempts"":18,""incorrectAttempts"":0}","{""correctAttempts"":19,""incorrectAttempts"":0}",3,25,25,25,23,24,25,25,1,This was a very good study. Excellent pay too compared to most others,9,10,10,10,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,45,,0.0,passed,25,25,25,25,24,23,25,2,2,2,5,5,2,4,,,3,2,1,2,3,4,4,This was a very good study. Excellent pay too compared to most others,9,10,10,10,1,1
46,flnap0g1,65c110cf2ace1dacd58ce071,0,29,29,otfe,Redirect,2025-02-21 18:00:31.124734,1,,,2.74,T1-T-Info,1740160855.7402434,1740164061.6094284,1,Chrome 132,failed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":11,""incorrectAttempts"":2}","{""correctAttempts"":8,""incorrectAttempts"":0}","{""correctAttempts"":9,""incorrectAttempts"":0}",1,25,25,25,27,22,26,25,0,,9,8,10,10,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,46,,0.0,failed,25,25,25,25,22,27,26,2,2,2,4,3,4,2,,,2,1,2,2,1,3,4,,9,8,10,10,1,1
47,barb3fqs,61233706eb1ec697c18d5aef,0,29,29,otfe,Redirect,2025-02-21 18:00:40.014769,1,,,4.34,T1-T-NoInfo,1740160844.7479606,1740163625.181324,1,Chrome 133,failed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":2}","{""correctAttempts"":13,""incorrectAttempts"":0}","{""correctAttempts"":15,""incorrectAttempts"":2}","{""correctAttempts"":6,""incorrectAttempts"":2}",1_2,25,50,25,25,25,75,25,1,,7,8,9,8,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,47,,0.0,failed,25,50,25,25,25,25,75,2,2,2,1,2,3,3,,,4,4,3,3,3,4,4,,7,8,9,8,1,1
48,17sqq74v,672bbb444ab4546a33718004,0,9,29,otfe,Beliefs1,2025-02-21 18:00:50.230629,1,,,0.0,C-Info,1740160852.6363592,,,Safari 17,,0,1,"{""correctAttempts"":6,""incorrectAttempts"":0}",,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,48,,0.0,"{""correctAttempts"":6,""incorrectAttempts"":0}",,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,1,1
49,4kt1j7ke,66d70c56c475fd5e7414506b,0,29,29,otfe,Redirect,2025-02-21 18:04:48.850921,1,,,1.61,T2-T,1740161182.0215905,1740166131.869248,1,Chrome 128,failed,0,1,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":10,""incorrectAttempts"":0}","{""correctAttempts"":1,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":0}",1,25,25,25,29,27,25,25,0,thankyou,10,9,9,9,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,49,,0.0,failed,25,25,25,25,27,29,25,2,2,2,5,5,5,2,,,2,2,1,2,2,3,4,thankyou,10,9,9,9,1,1
50,odlbzoog,63c40b98533b26ec941005c3,0,4,29,otfe,Instructions,2025-02-21 18:06:40.413372,1,,,0.0,T1-P,1740161208.048278,,,Chrome 127,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,50,,0.0,Chrome 127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
51,gzlfbpll,60d018cc0f3faeaec2f7b7e5,0,29,29,otfe,Redirect,2025-02-21 18:06:40.718771,1,,,7.64,C-NoInfo,1740161255.414369,1740166784.041486,1,Chrome 133,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":18,""incorrectAttempts"":2}","{""correctAttempts"":19,""incorrectAttempts"":2}","{""correctAttempts"":22,""incorrectAttempts"":0}",1_2,25,50,50,25,25,50,25,1,done,10,10,10,10,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,51,,0.0,passed,25,50,50,25,25,25,50,2,2,2,3,4,4,2,,,4,2,3,3,4,4,4,done,10,10,10,10,1,1
52,xyar6q3a,6100372e3a116cb5cb36ebea,0,29,29,otfe,Redirect,2025-02-21 18:07:17.192387,1,,,7.08,T1-T-Info,1740161256.3488367,1740167647.6018841,1,Chrome 133,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":18,""incorrectAttempts"":3}","{""correctAttempts"":14,""incorrectAttempts"":4}","{""correctAttempts"":28,""incorrectAttempts"":0}",1_3,24,25,25,24,25,25,25,1,Nice study,10,10,10,10,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,52,,0.0,passed,24,25,25,25,25,24,25,2,2,2,4,5,5,1,,,2,4,4,4,3,3,3,Nice study,10,10,10,10,1,1
53,3vhcst1t,5f6a5a31ef2e5a113a18c281,0,29,29,otfe,Redirect,2025-02-21 18:13:14.509837,1,,,6.41,T1-T-NoInfo,1740161598.468674,1740164472.3170142,1,Chrome 133,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":18,""incorrectAttempts"":0}","{""correctAttempts"":21,""incorrectAttempts"":2}","{""correctAttempts"":24,""incorrectAttempts"":2}",3,25,25,10,20,23,10,20,0,,9,10,7,8,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,53,,0.0,passed,25,25,10,20,23,20,10,2,2,2,4,4,2,4,,,3,2,2,2,2,3,4,,9,10,7,8,1,1
54,w2l5x6sm,5b97f8988ae8150001c7a887,0,29,29,otfe,Redirect,2025-02-21 18:13:39.476667,1,,,4.6,C-Info,1740161636.1099315,1740164445.1446822,1,Chrome 133,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":2}","{""correctAttempts"":9,""incorrectAttempts"":2}","{""correctAttempts"":10,""incorrectAttempts"":3}","{""correctAttempts"":13,""incorrectAttempts"":1}",1,25,25,25,18,22,25,25,1,I felt comfortable with the instructions and nothing seemed confusing to me.  I don't think there could be any improvements made to the study.,10,10,10,10,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,54,,0.0,passed,25,25,25,25,22,18,25,2,2,2,3,4,5,2,,,5,4,2,2,3,4,4,I felt comfortable with the instructions and nothing seemed confusing to me.  I don't think there could be any improvements made to the study.,10,10,10,10,1,1
55,yaf4bqaq,6330f30b973410dadd20eb64,0,29,29,otfe,Redirect,2025-02-21 18:15:43.450367,1,,,7.88,T2-T,1740161813.3435712,1740164198.0359259,1,Edge 133,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":24,""incorrectAttempts"":0}","{""correctAttempts"":27,""incorrectAttempts"":5}","{""correctAttempts"":31,""incorrectAttempts"":3}",1_3,25,25,25,25,25,25,25,1,i wish you would have let me use my greek keyboard!!,10,10,10,10,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,55,,0.0,passed,25,25,25,25,25,25,25,2,2,2,5,5,3,4,,,4,1,4,4,4,3,3,i wish you would have let me use my greek keyboard!!,10,10,10,10,1,1
56,hk9uajfh,67337bbfdcfadc70eae866e9,0,29,29,otfe,Redirect,2025-02-21 18:49:26.474435,1,,,4.58,T1-P,1740163782.4141207,1740166436.4279118,1,Chrome 133,passed,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":18,""incorrectAttempts"":4}","{""correctAttempts"":18,""incorrectAttempts"":4}","{""correctAttempts"":25,""incorrectAttempts"":5}",1,25,50,50,30,28,30,50,0,,7,9,6,7,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,56,,0.0,passed,25,50,50,50,28,30,30,2,2,2,4,4,3,3,,,2,3,2,3,4,2,3,,7,9,6,7,1,1
57,urod0qwo,6700692a734d586f97c7b684,0,29,29,otfe,Redirect,2025-02-21 19:00:40.819072,1,,,3.7,C-NoInfo,1740164685.6228688,1740169045.3846972,1,Chrome 126,failed,0,0,"{""correctAttempts"":8,""incorrectAttempts"":0}","{""correctAttempts"":0,""incorrectAttempts"":0}","{""correctAttempts"":11,""incorrectAttempts"":0}","{""correctAttempts"":13,""incorrectAttempts"":0}",2_3,25,22,25,25,22,25,25,1,"I noticed an attention check asking me to click 'Here"" to confirm I was reading. However, I wasn't able to locate the spot to click, so I proceeded by clicking next, thinking the check might appear on the following page. I just wanted to clarify that I took the survey carefully and completed it thoroughly, but I may have missed that specific attention check. Thank you for your understanding",9,9,9,9,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,57,,0.0,failed,25,22,25,25,22,25,25,2,2,2,4,3,2,2,,,3,2,2,2,3,3,4,"I noticed an attention check asking me to click 'Here"" to confirm I was reading. However, I wasn't able to locate the spot to click, so I proceeded by clicking next, thinking the check might appear on the following page. I just wanted to clarify that I took the survey carefully and completed it thoroughly, but I may have missed that specific attention check. Thank you for your understanding",9,9,9,9,1,1
58,19nfxn74,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,58,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
59,gfvp89jg,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,59,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
60,ay1vnwxo,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,60,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
61,l0r17442,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,61,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
62,czokxliu,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,62,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
63,rs30cqj8,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,63,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
64,z0egarh4,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,64,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
65,oah1bdlj,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,65,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
66,88ul1eru,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,66,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
67,je1h9mtd,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,67,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
68,neefj971,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,68,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
69,w76049os,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,69,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
70,bwip0mer,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,70,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
71,9gx313ls,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,71,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
72,phjg7ro0,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,72,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
73,2zc8t62x,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,73,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
74,axxfhl0f,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,74,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
