participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.cq_3_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.development,session.config.name,session.config.participation_fee,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans_likelihood,otfe.1.player.survey_student_loans_with,otfe.1.player.survey_student_loans_without,otfe.1.player.survey_student_loans_with_likert,otfe.1.player.survey_student_loans_without_likert,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings_likelihood,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_savings_number,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation_likelihood,otfe.1.player.survey_repatriation,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.survey_tax_rates_1_prob,otfe.1.player.survey_tax_rates_2_prob,otfe.1.player.survey_tax_rates_3_prob,otfe.1.player.survey_tax_rates_4_prob,otfe.1.player.survey_tax_rates_5_prob,otfe.1.player.annual_income,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
31,as6cqk59,67785c6b67b1b323d4bc5421,0,32,32,otfe,Redirect,2025-04-09 13:36:20.219592,1,,,7.97,C-NoInfo,1744205785.9914203,1744209030.6214728,1,Edge 135,passed,0,0,0,"{""correctAttempts"":11,""incorrectAttempts"":2}","{""correctAttempts"":22,""incorrectAttempts"":1}","{""correctAttempts"":20,""incorrectAttempts"":1}","{""correctAttempts"":20,""incorrectAttempts"":4}",1,25,23,25,25,25,25,25,1,,8,8,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,31,,0.0,passed,25,23,25,25,25,25,25,2,2,2,1,100,100,3,1,,3,2,100,,,,4,4,3,4,4,3,3,20,50,80,50,70,8,,8,8,10,10,1,1
32,s8ftkva5,6785f0d3adcf1ffc11119d0e,0,32,32,otfe,Redirect,2025-04-09 13:36:28.168071,1,,,4.49,T1-T-Info,1744205814.8741422,1744209044.5616522,1,Chrome 131,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":9,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":1}","{""correctAttempts"":13,""incorrectAttempts"":1}",2,25,25,25,25,25,25,25,1,All was good ,10,10,10,7,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,32,,0.0,failed,25,25,25,25,25,25,25,2,2,2,4,60,60,3,3,,4,4,1000,,,,4,4,3,3,4,3,3,25,45,70,25,50,12,All was good ,10,10,10,7,1,1
33,5hmqg5w9,5ef459442f85d701235bf29e,0,32,32,otfe,Redirect,2025-04-09 13:36:38.494271,1,,,5.33,T2-T,1744205805.1033542,1744208103.635469,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":18,""incorrectAttempts"":2}","{""correctAttempts"":18,""incorrectAttempts"":2}","{""correctAttempts"":27,""incorrectAttempts"":2}",2,25,50,25,28,23,10,25,0,,8,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,33,,0.0,passed,25,50,25,25,23,28,10,2,2,2,4,90,90,4,4,,1,3,,,,,1,2,1,1,1,2,3,10,20,25,30,60,3,,8,10,10,10,1,1
34,nm5h1n4i,5842fc63bd63a400010f6ae7,0,32,32,otfe,Redirect,2025-04-09 13:36:47.910610,1,,,3.11,T1-T-NoInfo,1744205819.6383097,1744208740.2307663,1,Chrome 135,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":3}","{""correctAttempts"":7,""incorrectAttempts"":0}","{""correctAttempts"":10,""incorrectAttempts"":1}","{""correctAttempts"":13,""incorrectAttempts"":1}",1,25,50,50,10,20,50,25,0,,10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,34,,0.0,failed,25,50,50,25,20,10,50,2,2,2,2,80,80,3,3,,3,1,1000,,,,4,2,1,1,3,4,4,100,100,75,100,100,7,,10,10,10,10,1,1
35,ixh0jufu,6717cc939f9d7977b10d85f5,0,32,32,otfe,Redirect,2025-04-09 13:37:31.898265,1,,,7.86,C-Info,1744205859.3811355,1744208641.0931003,1,Chrome 135,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":18,""incorrectAttempts"":0}","{""correctAttempts"":18,""incorrectAttempts"":3}","{""correctAttempts"":25,""incorrectAttempts"":1}",3,25,25,25,23,21,35,25,1,"very neat survey, was engaging and thoughtful",10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,35,,0.0,passed,25,25,25,25,21,23,35,2,2,2,1,10,10,1,1,,4,2,150,,,,4,4,3,3,4,3,3,2,5,5,7,10,7,"very neat survey, was engaging and thoughtful",10,10,10,10,1,1
36,azioiusd,66a95d70975d6208dbb70c1e,0,32,32,otfe,Redirect,2025-04-09 13:37:58.291102,1,,,3.9,T1-P,1744205893.0457308,1744208893.6273046,1,Chrome 135,passed,0,0,0,"{""correctAttempts"":7,""incorrectAttempts"":1}","{""correctAttempts"":15,""incorrectAttempts"":0}","{""correctAttempts"":17,""incorrectAttempts"":1}","{""correctAttempts"":20,""incorrectAttempts"":0}",2,22,30,45,25,23,45,39,0,I felt comfortable with this study. it was actually fun for me to complete. The directions were very clear and simple.,10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,36,,0.0,passed,22,30,45,39,23,25,45,2,2,2,4,40,45,3,3,,4,3,,,,,2,2,2,2,3,4,4,10,15,45,50,55,11,I felt comfortable with this study. it was actually fun for me to complete. The directions were very clear and simple.,10,10,10,10,1,1
37,pu5qivh8,60e7739644eb45bfddedf039,0,1,32,otfe,Welcome,2025-04-09 13:38:00.399747,1,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,37,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
38,w09o4hyb,6596d692ac956830b68776e0,0,32,32,otfe,Redirect,2025-04-09 13:38:09.691174,1,,,7.72,T1-T-Info,1744205907.3637538,1744208168.331063,1,Chrome 135,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":22,""incorrectAttempts"":0}","{""correctAttempts"":27,""incorrectAttempts"":0}","{""correctAttempts"":27,""incorrectAttempts"":2}",1,25,30,10,40,30,25,25,0,,9,10,8,9,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,38,,0.0,failed,25,30,10,25,30,40,25,2,2,2,4,90,90,4,4,,4,3,,,,,5,3,1,2,3,4,4,100,20,60,100,100,8,,9,10,8,9,1,1
39,zjdjm36r,677d8df4fb855e239a363f89,0,32,32,otfe,Redirect,2025-04-09 13:38:14.388436,1,,,3.55,T2-T,1744205922.7516792,1744209098.966621,1,Chrome 134,failed,0,0,1,"{""correctAttempts"":8,""incorrectAttempts"":1}","{""correctAttempts"":12,""incorrectAttempts"":2}","{""correctAttempts"":13,""incorrectAttempts"":4}","{""correctAttempts"":17,""incorrectAttempts"":2}",1,25,25,25,25,25,25,25,0,,5,6,4,9,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,39,,0.0,failed,25,25,25,25,25,25,25,2,2,2,2,10,10,3,1,,2,3,,,,,2,3,3,2,3,3,3,10,10,10,10,10,3,,5,6,4,9,1,1
40,45pbftes,5f4fef64fd3fc113300fbb44,0,32,32,otfe,Redirect,2025-04-09 13:39:11.618076,1,,,7.71,T1-T-NoInfo,1744205961.1410124,1744208619.2203164,1,Chrome 135,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":19,""incorrectAttempts"":0}","{""correctAttempts"":23,""incorrectAttempts"":0}","{""correctAttempts"":24,""incorrectAttempts"":0}",3,25,40,25,35,30,50,25,1,,8,9,8,9,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,40,,0.0,failed,25,40,25,25,30,35,50,2,2,2,3,99,90,4,3,,4,3,,,,,5,2,2,3,3,4,4,20,50,80,90,95,6,,8,9,8,9,1,1
41,1n7vwre4,67d47007556388f637dab7ef,0,32,32,otfe,Redirect,2025-04-09 13:40:54.670998,1,,,2.91,C-Info,1744206078.1899598,1744209582.6272762,1,Chrome 134,failed,0,0,0,"{""correctAttempts"":16,""incorrectAttempts"":4}","{""correctAttempts"":7,""incorrectAttempts"":2}","{""correctAttempts"":4,""incorrectAttempts"":0}","{""correctAttempts"":6,""incorrectAttempts"":0}",1_3,25,25,25,25,23,25,25,1,,9,10,9,8,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,41,,0.0,failed,25,25,25,25,23,25,25,2,2,2,1,20,20,3,3,,3,4,20,,,,4,4,3,4,4,3,4,15,20,25,30,30,9,,9,10,9,8,1,1
42,ie6uruli,671d0e626505134afb4dc9d3,0,32,32,otfe,Redirect,2025-04-09 13:41:30.193896,1,,,2.18,T1-P,1744206471.4724333,1744209826.8476326,1,Chrome 132,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":5}","{""correctAttempts"":7,""incorrectAttempts"":3}","{""correctAttempts"":9,""incorrectAttempts"":2}","{""correctAttempts"":13,""incorrectAttempts"":0}",2,25,26,50,24,27,24,50,0,None ,10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,42,,0.0,failed,25,26,50,50,27,24,24,2,2,2,4,30,60,2,3,,4,4,200,,,,2,2,2,2,2,3,3,5,15,25,60,75,6,None ,10,10,10,10,1,1
43,agfvmif4,66a337531d9c242e4a71267a,0,32,32,otfe,Redirect,2025-04-09 13:42:10.885185,1,,,4.26,C-NoInfo,1744206331.0000973,1744209664.2449415,1,Chrome 130,passed,0,0,0,"{""correctAttempts"":6,""incorrectAttempts"":0}","{""correctAttempts"":10,""incorrectAttempts"":1}","{""correctAttempts"":10,""incorrectAttempts"":1}","{""correctAttempts"":9,""incorrectAttempts"":1}",3,25,25,25,23,26,25,25,1,Everythink was okay ,10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,43,,0.0,passed,25,25,25,25,26,23,25,2,2,2,2,50,65,3,3,,4,4,800,,,,2,2,1,2,3,3,4,15,25,35,45,65,10,Everythink was okay ,10,10,10,10,1,1
44,aycmzyw4,674983ea9f65836cfc55078d,0,32,32,otfe,Redirect,2025-04-09 13:42:42.114207,1,,,4.3,T1-T-Info,1744206188.0916839,1744209796.372204,1,Chrome 134,failed,0,1,1,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":11,""incorrectAttempts"":0}","{""correctAttempts"":11,""incorrectAttempts"":0}","{""correctAttempts"":11,""incorrectAttempts"":0}",3,25,20,25,28,23,25,15,1,NICE STUDY,10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,44,,0.0,failed,25,20,25,15,23,28,25,2,2,2,3,25,25,3,3,,4,3,,,,,4,2,3,3,3,4,4,25,25,25,30,30,11,NICE STUDY,10,10,10,10,1,1
45,cgr3y8bl,60e5cb4ca01a593fce9a379d,0,32,32,otfe,Redirect,2025-04-09 13:43:16.551386,1,,,3.68,T2-T,1744206265.0222602,1744209943.601205,1,Edge 135,failed,0,0,0,"{""correctAttempts"":22,""incorrectAttempts"":0}","{""correctAttempts"":13,""incorrectAttempts"":1}","{""correctAttempts"":16,""incorrectAttempts"":0}","{""correctAttempts"":15,""incorrectAttempts"":0}",2_3,25,25,26,26,23,22,23,0,Survey is very interesting.,10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,45,,0.0,failed,25,25,26,23,23,26,22,2,2,2,3,25,20,3,2,,3,4,1500,,,,2,2,3,3,3,2,2,45,40,45,55,66,11,Survey is very interesting.,10,10,10,10,1,1
46,07bynxyz,611605de0a30eebef2479dc3,0,32,32,otfe,Redirect,2025-04-09 13:43:20.655259,1,,,5.65,T1-T-NoInfo,1744206207.69524,1744208840.3361614,1,Chrome 135,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":14,""incorrectAttempts"":2}","{""correctAttempts"":12,""incorrectAttempts"":2}","{""correctAttempts"":20,""incorrectAttempts"":0}",3,25,25,25,25,25,25,25,1,,9,10,9,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,46,,0.0,failed,25,25,25,25,25,25,25,2,2,2,3,20,20,2,2,,2,3,,,,,4,4,3,3,3,3,3,40,40,40,60,70,8,,9,10,9,10,1,1
47,zwpl39cq,677d6b29b44ccabd2fce33cb,0,32,32,otfe,Redirect,2025-04-09 13:43:43.933509,1,,,4.5,C-Info,1744206237.0197241,1744209773.875227,1,Edge 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":1}","{""correctAttempts"":10,""incorrectAttempts"":1}","{""correctAttempts"":18,""incorrectAttempts"":2}",1,5,25,25,10,15,25,25,0,"The part about predicting the tax rate was a bit confusing, but I think that was intended. The rest of the instructions were clear and the study was interesting! Thanks!",7,8,9,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,47,,0.0,passed,5,25,25,25,15,10,25,2,2,2,4,35,25,2,2,,4,3,,,,,4,2,1,1,2,2,3,10,10,25,40,60,2,"The part about predicting the tax rate was a bit confusing, but I think that was intended. The rest of the instructions were clear and the study was interesting! Thanks!",7,8,9,10,1,1
48,a1ym1oa0,6787fc73447911339adec589,0,32,32,otfe,Redirect,2025-04-09 13:45:37.428415,1,,,4.72,T1-P,1744206353.6900256,1744209021.1772683,1,Chrome 133,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":18,""incorrectAttempts"":0}","{""correctAttempts"":21,""incorrectAttempts"":2}","{""correctAttempts"":24,""incorrectAttempts"":0}",1_3,25,50,50,25,25,50,50,0,,10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,48,,0.0,passed,25,50,50,50,25,25,50,2,2,2,4,80,75,3,4,,3,1,700,,,,3,2,3,3,4,4,4,10,20,40,70,100,11,,10,10,10,10,1,1
49,cydfvoi2,67d34cb37287d4934dee886d,0,32,32,otfe,Redirect,2025-04-09 13:45:41.379503,1,,,4.71,C-NoInfo,1744206374.9077213,1744211537.287322,1,Chrome 129,failed,0,0,0,"{""correctAttempts"":6,""incorrectAttempts"":2}","{""correctAttempts"":10,""incorrectAttempts"":0}","{""correctAttempts"":13,""incorrectAttempts"":0}","{""correctAttempts"":10,""incorrectAttempts"":0}",1,25,25,25,25,23,25,25,1,,10,7,9,4,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,49,,0.0,failed,25,25,25,25,23,25,25,2,2,2,3,17,15,3,4,,4,3,,,,,4,1,1,2,2,3,4,10,15,25,60,80,11,,10,7,9,4,1,1
50,xend8rdd,643b53b6aeaabf186d24e099,0,32,32,otfe,Redirect,2025-04-09 13:45:59.132982,1,,,5.69,T1-T-Info,1744206422.24237,1744209057.5934052,1,Chrome 128,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":2}","{""correctAttempts"":13,""incorrectAttempts"":2}","{""correctAttempts"":15,""incorrectAttempts"":1}","{""correctAttempts"":18,""incorrectAttempts"":1}",1_2,25,25,1,25,25,25,25,1,thanks. i sure do hope those transcribed words were pleasant. ,9,9,10,9,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,50,,0.0,passed,25,25,1,25,25,25,25,2,2,2,3,80,80,3,3,,3,3,,,,,3,3,3,3,3,4,4,90,90,90,100,100,4,thanks. i sure do hope those transcribed words were pleasant. ,9,9,10,9,1,1
51,22v6sykq,671704c87bf3abe9ae644622,0,32,32,otfe,Redirect,2025-04-09 13:46:09.962368,1,,,2.06,T2-T,1744206405.5725343,1744210366.5738165,1,Edge 134,failed,0,0,0,"{""correctAttempts"":6,""incorrectAttempts"":2}","{""correctAttempts"":10,""incorrectAttempts"":0}","{""correctAttempts"":7,""incorrectAttempts"":2}","{""correctAttempts"":10,""incorrectAttempts"":0}",1_2,25,85,35,28,30,45,25,0,,7,6,6,4,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,51,,0.0,failed,25,85,35,25,30,28,45,2,2,2,2,45,50,3,3,,1,4,500,,,,3,3,3,4,4,2,2,35,50,75,25,45,10,,7,6,6,4,1,1
52,pj7lyn0q,5e42f74f5b772a18434cabf7,0,32,32,otfe,Redirect,2025-04-09 13:46:28.627471,1,,,1.69,T1-T-NoInfo,1744206434.3803732,1744210699.5122926,1,Chrome 109,passed,0,0,0,"{""correctAttempts"":8,""incorrectAttempts"":2}","{""correctAttempts"":3,""incorrectAttempts"":4}","{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":8,""incorrectAttempts"":1}",1_3,25,25,0,0,10,0,25,0,Hi I had it rough Idk if its my mouse or what Im sure its on my end . I had to watch every type stroke because if I would click a letter it will put it down in duplicate so i could not go as fast as I wanted but overall it worked out just wish I could have made more but I did well considering the extra challenge  ty,9,9,9,9,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,52,,0.0,passed,25,25,0,25,10,0,0,2,2,2,3,50,50,3,3,,4,3,,,,,3,2,2,2,3,3,4,40,30,50,100,100,1,Hi I had it rough Idk if its my mouse or what Im sure its on my end . I had to watch every type stroke because if I would click a letter it will put it down in duplicate so i could not go as fast as I wanted but overall it worked out just wish I could have made more but I did well considering the extra challenge  ty,9,9,9,9,1,1
53,ox0yu45y,61bb396840db417c1a138e3d,0,32,32,otfe,Redirect,2025-04-09 13:47:47.477315,1,,,5.06,C-Info,1744206773.3913019,1744214508.0037007,1,Chrome 134,failed,0,0,0,"{""correctAttempts"":6,""incorrectAttempts"":0}","{""correctAttempts"":14,""incorrectAttempts"":2}","{""correctAttempts"":14,""incorrectAttempts"":3}","{""correctAttempts"":17,""incorrectAttempts"":1}",1_3,25,22,25,20,22,20,25,0,,9,9,9,7,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,53,,0.0,failed,25,22,25,25,22,20,20,2,2,2,3,50,30,3,2,,4,3,,,,,4,2,2,2,3,4,4,20,60,57,75,80,7,,9,9,9,7,1,1
54,0xztldv3,66318e38a23001971c128033,0,32,32,otfe,Redirect,2025-04-09 13:48:21.127488,1,,,2.85,T1-P,1744206527.1621478,1744209801.7884157,1,Safari 18,failed,0,0,0,"{""correctAttempts"":6,""incorrectAttempts"":1}","{""correctAttempts"":12,""incorrectAttempts"":0}","{""correctAttempts"":12,""incorrectAttempts"":3}","{""correctAttempts"":14,""incorrectAttempts"":1}",1,25,50,50,20,22,50,50,0,These instructions were very easy to follow. I also enjoyed the challenge of taking part in the typing game.,8,8,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,54,,0.0,failed,25,50,50,50,22,20,50,2,2,2,2,100,100,4,4,,3,3,,,,,2,1,1,2,3,4,4,100,80,85,100,100,7,These instructions were very easy to follow. I also enjoyed the challenge of taking part in the typing game.,8,8,10,10,1,1
55,wjgacga8,674480168cc2dad8fc619be0,0,32,32,otfe,Redirect,2025-04-09 13:48:32.652845,1,,,11.35,C-NoInfo,1744206520.8417907,1744210145.0638168,1,Chrome 134,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":29,""incorrectAttempts"":0}","{""correctAttempts"":29,""incorrectAttempts"":0}","{""correctAttempts"":34,""incorrectAttempts"":1}",3,25,28,26,32,28,28,25,1,,9,9,9,9,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,55,,0.0,passed,25,28,26,25,28,32,28,2,2,2,3,75,60,3,3,,4,2,200,,,,4,4,1,1,3,4,4,5,10,60,75,95,11,,9,9,9,9,1,1
56,msvour29,589ce4d65e63bf00013b3175,0,32,32,otfe,Redirect,2025-04-09 13:51:22.927610,1,,,2.5,T1-T-Info,1744206729.4511383,1744211221.9319787,1,Chrome 135,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":5,""incorrectAttempts"":1}",1_3,25,50,15,25,25,75,20,1,,10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,56,,0.0,passed,25,50,15,20,25,25,75,2,2,2,4,15,10,2,2,,4,3,,,,,4,3,3,4,4,4,4,50,60,75,80,90,1,,10,10,10,10,1,1
57,5ete13ug,5e9f657265908b0fcacb1839,0,32,32,otfe,Redirect,2025-04-09 13:51:34.382149,1,,,0.59,T2-T,1744206752.0453303,1744211015.0099447,1,Chrome 135,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":5}","{""correctAttempts"":2,""incorrectAttempts"":3}","{""correctAttempts"":1,""incorrectAttempts"":0}","{""correctAttempts"":4,""incorrectAttempts"":1}",1,25,24,25,25,25,54,24,0,,10,7,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,57,,0.0,failed,25,24,25,24,25,25,54,2,2,2,2,33,45,2,2,,3,4,25,,,,3,3,2,2,3,3,3,25,28,30,42,48,1,,10,7,10,10,1,1
58,rkh37hgt,66293a02f66f851f4c9fec39,0,32,32,otfe,Redirect,2025-04-09 13:51:36.247247,1,,,2.74,T1-T-NoInfo,1744206704.0325747,1744211424.4300802,1,Edge 134,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":5,""incorrectAttempts"":3}","{""correctAttempts"":11,""incorrectAttempts"":1}","{""correctAttempts"":10,""incorrectAttempts"":0}",1,1,1,2,3,2,2,2,0,,10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,58,,0.0,failed,1,1,2,2,2,3,2,2,2,2,4,50,35,3,2,,2,5,75,,,,4,3,3,3,4,3,3,15,20,25,25,30,7,,10,10,10,10,1,1
59,t7cpf97w,670efe54ab6d0b7be6af41b2,0,1,32,otfe,Welcome,2025-04-09 13:53:19.043467,1,,,0.0,C-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,59,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
60,duzor2l8,6744f6b7f36802f73ce07b2c,0,32,32,otfe,Redirect,2025-04-09 13:53:40.049205,1,,,3.47,T1-P,1744206952.1713557,1744210465.0299053,1,Chrome 131,passed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":1}","{""correctAttempts"":7,""incorrectAttempts"":0}","{""correctAttempts"":10,""incorrectAttempts"":0}","{""correctAttempts"":16,""incorrectAttempts"":0}",3,25,30,50,20,25,25,50,1,Thank you for an overall interesting study! ,9,9,10,9,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,60,,0.0,passed,25,30,50,50,25,20,25,2,2,2,3,35,20,2,2,,4,3,,,,,4,4,3,3,4,4,3,60,70,75,75,75,11,Thank you for an overall interesting study! ,9,9,10,9,1,1
61,xef1picv,67aced3d72d8c9196bea51aa,0,4,32,otfe,Instructions,2025-04-09 13:54:06.483818,1,,,0.0,C-NoInfo,1744206935.2724373,,,Chrome 130,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,61,,0.0,Chrome 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
62,mp2t632j,67723428c7d8eee59166c865,0,32,32,otfe,Redirect,2025-04-09 13:56:09.625218,1,,,5.74,T1-T-Info,1744206975.1287098,1744209578.7145982,1,Chrome 134,failed,0,0,0,"{""correctAttempts"":5,""incorrectAttempts"":0}","{""correctAttempts"":15,""incorrectAttempts"":2}","{""correctAttempts"":19,""incorrectAttempts"":2}","{""correctAttempts"":22,""incorrectAttempts"":1}",1,25,25,25,25,25,25,25,0,good,10,10,10,10,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,62,,0.0,failed,25,25,25,25,25,25,25,2,2,2,5,65,55,4,3,,4,3,,,,,4,2,3,3,3,3,4,5,15,25,60,80,5,good,10,10,10,10,1,1
